indexSequence,class,zone1,zone2,zone3,zone4,zone5
A0A0A7H9E0,0,0.0,0.778210116732,99.2217898833,0.0,0.0
A0A0A7H9U6,1,0.0,1.94552529183,98.0544747082,0.0,0.0
A0A0A7H9V0,0,0.0,0.389105058366,99.6108949416,0.0,0.0
A0A0B2WKV8,1,0.0,5.05836575875,93.7743190661,1.1673151751,0.0
A0A0B2WR45,0,0.0,0.0,100.0,0.0,0.0
A0A0B2WUW0,1,7.78210116732,32.2957198444,59.9221789883,0.0,0.0
A0A0B2X792,1,0.0,2.72373540856,96.4980544747,0.778210116732,0.0
A0A0B4ENM0,1,21.0116731518,44.3579766537,34.6303501946,0.0,0.0
A0A0B4FDG5,1,10.5058365759,36.5758754864,52.5291828794,0.389105058366,0.0
A0A0B4FF14,1,7.78210116732,29.9610894942,61.8677042802,0.389105058366,0.0
A0A0B4FI50,1,24.1245136187,40.46692607,35.4085603113,0.0,0.0
A0A0B4FSE8,1,19.8443579767,34.2412451362,45.5252918288,0.0,0.389105058366
A0A0B4GFB0,1,19.0661478599,35.4085603113,45.5252918288,0.0,0.0
A0A0B4HD18,1,0.0,7.78210116732,91.8287937743,0.389105058366,0.0
A0A0B4HWZ1,1,0.0,2.72373540856,95.719844358,1.55642023346,0.0
A0A0B4IAK6,1,0.0,5.05836575875,92.9961089494,1.1673151751,0.778210116732
A0A0B8MYQ6,1,1.94552529183,26.4591439689,71.5953307393,0.0,0.0
A0A0C2SS39,1,3.11284046693,17.8988326848,78.9883268482,0.0,0.0
A0A0C2WWX5,1,1.94552529183,24.9027237354,73.1517509728,0.0,0.0
A0A0C2Y2S1,1,1.1673151751,24.1245136187,74.7081712062,0.0,0.0
A0A0C2ZIR7,1,1.1673151751,17.1206225681,81.7120622568,0.0,0.0
A0A0C3A6H8,1,0.778210116732,23.7354085603,75.486381323,0.0,0.0
A0A0C3AIZ2,1,1.94552529183,23.3463035019,74.7081712062,0.0,0.0
A0A0C3AST9,1,1.55642023346,24.1245136187,73.9299610895,0.389105058366,0.0
A0A0C3BEP6,1,1.1673151751,27.626459144,71.2062256809,0.0,0.0
A0A0C3BS31,1,2.33463035019,24.9027237354,72.7626459144,0.0,0.0
A0A0C3C579,1,10.1167315175,39.6887159533,50.1945525292,0.0,0.0
A0A0C3D1J8,1,1.94552529183,12.8404669261,85.2140077821,0.0,0.0
A0A0C3DE28,1,2.72373540856,19.0661478599,78.2101167315,0.0,0.0
A0A0C3DQJ5,1,1.94552529183,22.1789883268,75.486381323,0.389105058366,0.0
A0A0C3DQM4,1,0.0,0.0,86.3813229572,1.55642023346,12.0622568093
A0A0C3DWB2,1,0.0,0.0,93.3852140078,3.11284046693,3.50194552529
A0A0C3E1A0,1,0.0,0.0,93.3852140078,3.11284046693,3.50194552529
A0A0C3E5E7,1,0.0,0.0,93.3852140078,2.33463035019,4.28015564202
A0A0C3E8V7,1,0.0,0.0,88.7159533074,3.11284046693,8.17120622568
A0A0C3E911,1,2.72373540856,24.1245136187,72.7626459144,0.389105058366,0.0
A0A0C3EG62,1,1.94552529183,25.2918287938,72.373540856,0.389105058366,0.0
A0A0C3FL90,1,0.0,10.1167315175,89.1050583658,0.389105058366,0.389105058366
A0A0C3HMT2,1,23.3463035019,35.7976653696,40.8560311284,0.0,0.0
A0A0C3I9Y1,1,3.11284046693,20.6225680934,76.2645914397,0.0,0.0
A0A0C3IR93,1,1.55642023346,20.233463035,78.2101167315,0.0,0.0
A0A0C3J917,0,0.0,0.0,99.6108949416,0.389105058366,0.0
A0A0C3JPN9,0,0.0,0.0,99.6108949416,0.389105058366,0.0
A0A0C3NEC8,1,0.0,9.72762645914,89.8832684825,0.389105058366,0.0
A0A0C3RQ52,1,20.233463035,41.2451361868,38.5214007782,0.0,0.0
A0A0C3S4F2,1,2.33463035019,24.513618677,72.7626459144,0.389105058366,0.0
A0A0C3SDI0,1,18.2879377432,36.9649805447,44.7470817121,0.0,0.0
A0A0C3SFE2,1,6.61478599222,34.6303501946,58.3657587549,0.389105058366,0.0
A0A0C9SY61,1,5.05836575875,31.906614786,63.0350194553,0.0,0.0
A0A0C9SZ11,1,26.4591439689,36.9649805447,36.5758754864,0.0,0.0
A0A0C9T6D3,1,4.28015564202,20.6225680934,75.0972762646,0.0,0.0
A0A0C9T7V8,1,1.55642023346,32.2957198444,66.1478599222,0.0,0.0
A0A0C9TGB5,1,1.94552529183,23.3463035019,74.3190661479,0.389105058366,0.0
A0A0C9TI85,1,3.11284046693,19.4552529183,77.4319066148,0.0,0.0
A0A0C9TKX9,1,3.50194552529,22.5680933852,73.5408560311,0.389105058366,0.0
A0A0C9TMD2,1,2.33463035019,19.4552529183,78.2101167315,0.0,0.0
A0A0C9TR76,1,4.28015564202,18.2879377432,77.4319066148,0.0,0.0
A0A0C9TY17,1,3.11284046693,19.8443579767,77.0428015564,0.0,0.0
A0A0C9TYM9,1,3.50194552529,21.4007782101,75.0972762646,0.0,0.0
A0A0C9U0N6,1,6.61478599222,37.3540856031,56.0311284047,0.0,0.0
A0A0C9U0Z2,1,2.33463035019,21.0116731518,76.6536964981,0.0,0.0
A0A0C9U464,1,12.0622568093,35.7976653696,52.140077821,0.0,0.0
A0A0C9U6M5,1,14.7859922179,33.4630350195,51.7509727626,0.0,0.0
A0A0C9U8E7,1,3.50194552529,24.1245136187,71.9844357977,0.389105058366,0.0
A0A0C9U9E2,1,0.0,5.83657587549,92.2178988327,1.55642023346,0.389105058366
A0A0C9UB46,1,1.55642023346,24.9027237354,73.5408560311,0.0,0.0
A0A0C9UBN3,1,0.0,12.8404669261,86.7704280156,0.0,0.389105058366
A0A0C9UDA7,1,0.0,2.72373540856,95.719844358,1.1673151751,0.389105058366
A0A0C9UE37,0,0.0,0.778210116732,99.2217898833,0.0,0.0
A0A0C9UEC1,1,25.6809338521,39.6887159533,34.6303501946,0.0,0.0
A0A0C9UH44,1,1.94552529183,23.3463035019,74.3190661479,0.389105058366,0.0
A0A0C9UH50,1,4.28015564202,20.6225680934,75.0972762646,0.0,0.0
A0A0C9UK62,1,2.33463035019,26.0700389105,71.5953307393,0.0,0.0
A0A0C9UKY6,1,3.11284046693,19.0661478599,77.8210116732,0.0,0.0
A0A0C9UMA9,1,7.39299610895,31.5175097276,61.0894941634,0.0,0.0
A0A0C9UR78,1,4.28015564202,29.5719844358,65.7587548638,0.389105058366,0.0
A0A0C9URX7,1,1.55642023346,17.5097276265,80.9338521401,0.0,0.0
A0A0C9URY5,1,3.11284046693,24.513618677,72.373540856,0.0,0.0
A0A0C9UUW9,1,2.72373540856,19.0661478599,78.2101167315,0.0,0.0
A0A0C9UUZ7,1,3.11284046693,19.0661478599,77.4319066148,0.389105058366,0.0
A0A0C9V7R8,1,1.1673151751,27.2373540856,71.5953307393,0.0,0.0
A0A0C9V8F0,1,0.778210116732,24.1245136187,75.0972762646,0.0,0.0
A0A0C9V918,1,1.55642023346,22.5680933852,75.8754863813,0.0,0.0
A0A0C9VAR3,1,1.1673151751,20.233463035,78.5992217899,0.0,0.0
A0A0C9VE37,1,1.94552529183,21.0116731518,76.2645914397,0.778210116732,0.0
A0A0C9VIT7,1,5.05836575875,30.7392996109,63.813229572,0.389105058366,0.0
A0A0C9VLX5,1,1.55642023346,22.5680933852,75.486381323,0.389105058366,0.0
A0A0C9VM30,1,6.22568093385,35.0194552529,58.7548638132,0.0,0.0
A0A0C9VNC4,1,6.22568093385,37.3540856031,56.420233463,0.0,0.0
A0A0C9VNF2,1,6.22568093385,26.8482490272,66.9260700389,0.0,0.0
A0A0C9VP92,1,0.778210116732,22.1789883268,77.0428015564,0.0,0.0
A0A0C9VP96,1,4.66926070039,32.6848249027,62.2568093385,0.389105058366,0.0
A0A0C9VW02,1,0.778210116732,21.7898832685,77.0428015564,0.389105058366,0.0
A0A0C9VY34,1,2.33463035019,24.513618677,73.1517509728,0.0,0.0
A0A0C9VZB6,1,7.78210116732,29.5719844358,62.6459143969,0.0,0.0
A0A0C9VZD1,1,2.33463035019,23.3463035019,74.3190661479,0.0,0.0
A0A0C9W594,1,13.6186770428,34.2412451362,51.7509727626,0.0,0.389105058366
A0A0C9W8H4,1,1.1673151751,22.1789883268,76.2645914397,0.389105058366,0.0
A0A0C9W8Y5,1,0.389105058366,20.6225680934,78.5992217899,0.389105058366,0.0
A0A0C9WA28,1,2.72373540856,21.4007782101,75.486381323,0.389105058366,0.0
A0A0C9WCA6,1,3.89105058366,18.6770428016,77.4319066148,0.0,0.0
A0A0C9WDR8,1,1.1673151751,15.953307393,82.4902723735,0.389105058366,0.0
A0A0C9WDS0,1,1.94552529183,29.9610894942,67.7042801556,0.389105058366,0.0
A0A0C9WVI6,0,0.0,0.778210116732,99.2217898833,0.0,0.0
A0A0C9X535,1,2.72373540856,18.2879377432,78.9883268482,0.0,0.0
A0A0C9X7Z5,1,0.778210116732,23.7354085603,75.486381323,0.0,0.0
A0A0C9X937,1,1.94552529183,25.2918287938,72.7626459144,0.0,0.0
A0A0C9YGI5,1,2.72373540856,19.0661478599,78.2101167315,0.0,0.0
A0A0C9YGJ1,1,3.11284046693,19.8443579767,77.0428015564,0.0,0.0
A0A0C9ZGL8,1,3.89105058366,22.5680933852,73.5408560311,0.0,0.0
A0A0C9ZII0,1,2.72373540856,20.6225680934,76.6536964981,0.0,0.0
A0A0D0ALE0,1,1.94552529183,19.0661478599,78.2101167315,0.389105058366,0.389105058366
A0A0D0AMA6,1,3.11284046693,20.233463035,76.2645914397,0.389105058366,0.0
A0A0D0ARF8,1,8.56031128405,35.0194552529,56.420233463,0.0,0.0
A0A0D0AZF5,1,19.0661478599,44.3579766537,36.5758754864,0.0,0.0
A0A0D0B7Y6,1,19.8443579767,41.6342412451,38.5214007782,0.0,0.0
A0A0D0B9H9,1,8.56031128405,32.6848249027,58.7548638132,0.0,0.0
A0A0D0BEN6,1,4.66926070039,28.7937743191,66.1478599222,0.389105058366,0.0
A0A0D0BTQ0,1,1.55642023346,27.2373540856,71.2062256809,0.0,0.0
A0A0D0BVS8,1,2.72373540856,21.0116731518,76.2645914397,0.0,0.0
A0A0D0BW98,1,3.11284046693,22.1789883268,74.7081712062,0.0,0.0
A0A0D0BXW3,1,3.11284046693,25.2918287938,71.5953307393,0.0,0.0
A0A0D0C7U7,1,3.50194552529,29.1828793774,67.3151750973,0.0,0.0
A0A0D0CFQ4,0,0.0,0.778210116732,99.2217898833,0.0,0.0
A0A0D0CRL7,1,24.1245136187,34.2412451362,41.6342412451,0.0,0.0
A0A0D0CSF6,1,1.94552529183,25.2918287938,72.7626459144,0.0,0.0
A0A0D0CWP8,1,5.44747081712,30.3501945525,64.2023346304,0.0,0.0
A0A0D0D0L9,1,8.94941634241,36.9649805447,54.0856031128,0.0,0.0
A0A0D0DA93,1,2.33463035019,19.4552529183,78.2101167315,0.0,0.0
A0A0D0DKD8,1,0.778210116732,22.1789883268,76.6536964981,0.389105058366,0.0
A0A0D0DT57,1,0.778210116732,22.5680933852,75.8754863813,0.778210116732,0.0
A0A0D1ZC16,1,0.778210116732,17.8988326848,81.3229571984,0.0,0.0
A0A0D2AFC1,1,1.55642023346,24.9027237354,73.1517509728,0.389105058366,0.0
A0A0D2D0F9,1,1.55642023346,24.1245136187,73.5408560311,0.778210116732,0.0
A0A0D2DTR3,1,0.778210116732,24.1245136187,75.0972762646,0.0,0.0
A0A0D2GX04,1,2.33463035019,22.9571984436,74.7081712062,0.0,0.0
A0A0D2I7G5,1,2.72373540856,19.4552529183,77.8210116732,0.0,0.0
A0A0D2Q606,1,2.33463035019,19.4552529183,78.2101167315,0.0,0.0
A0A0D7A486,1,1.94552529183,22.1789883268,75.486381323,0.389105058366,0.0
A0A0D7AWR9,1,2.33463035019,28.4046692607,68.4824902724,0.778210116732,0.0
A0A0D7BKA9,1,1.1673151751,22.1789883268,76.6536964981,0.0,0.0
A0A0D9NN57,1,3.50194552529,18.6770428016,77.8210116732,0.0,0.0
A0A0D9NZU4,1,2.72373540856,19.4552529183,77.8210116732,0.0,0.0
A0A0D9P187,1,8.56031128405,31.906614786,59.1439688716,0.389105058366,0.0
A0A0F4YPL2,1,3.11284046693,19.0661478599,77.8210116732,0.0,0.0
A0A0F4YW16,1,3.89105058366,22.1789883268,73.9299610895,0.0,0.0
A0A0F7R830,1,3.50194552529,24.513618677,71.5953307393,0.389105058366,0.0
A0A0F7VFP1,1,2.33463035019,23.3463035019,73.9299610895,0.389105058366,0.0
A0A0G2HWG5,1,4.28015564202,24.513618677,71.2062256809,0.0,0.0
A0A0G4PE15,1,1.94552529183,23.7354085603,74.3190661479,0.0,0.0
A0A0H2R8I4,1,1.94552529183,24.9027237354,73.1517509728,0.0,0.0
A0A0H2RB58,1,1.55642023346,24.9027237354,73.1517509728,0.389105058366,0.0
A0A0H2RJG5,1,2.72373540856,22.5680933852,74.7081712062,0.0,0.0
A0A0H2RKF1,1,2.72373540856,19.0661478599,78.2101167315,0.0,0.0
A0A0H2RPA1,1,0.389105058366,8.56031128405,90.6614785992,0.389105058366,0.0
A0A0H2RS87,1,3.11284046693,20.233463035,76.6536964981,0.0,0.0
A0A0H2RSI0,1,0.778210116732,22.9571984436,76.2645914397,0.0,0.0
A0A0H2RV69,1,1.55642023346,24.513618677,73.5408560311,0.389105058366,0.0
A0A0H2RV77,1,3.11284046693,21.7898832685,75.0972762646,0.0,0.0
A0A0H2RW85,1,2.33463035019,22.9571984436,74.7081712062,0.0,0.0
A0A0H2S1U0,1,2.72373540856,22.9571984436,74.3190661479,0.0,0.0
A0A0H2S2V4,1,1.94552529183,24.513618677,73.5408560311,0.0,0.0
A0A0H2S5N2,1,1.55642023346,24.513618677,73.5408560311,0.389105058366,0.0
A0A0H2S6F8,1,2.33463035019,19.0661478599,78.5992217899,0.0,0.0
A0A0H2SC99,1,0.778210116732,23.3463035019,75.8754863813,0.0,0.0
A0A0H2SCQ3,1,3.50194552529,23.7354085603,72.373540856,0.389105058366,0.0
A0A0H2SJP4,1,2.33463035019,19.4552529183,78.2101167315,0.0,0.0
A0A0H2SR27,1,1.94552529183,23.7354085603,74.3190661479,0.0,0.0
A0A0I9YB12,1,3.89105058366,23.3463035019,72.373540856,0.389105058366,0.0
A0A0J5PMS5,1,3.50194552529,22.9571984436,73.5408560311,0.0,0.0
A0A0J5SUW8,1,2.33463035019,19.4552529183,78.2101167315,0.0,0.0
A0A0K8L2V9,1,3.50194552529,17.5097276265,78.9883268482,0.0,0.0
A0A0K8LI78,1,2.33463035019,24.1245136187,73.5408560311,0.0,0.0
A0A0K9XKZ5,1,3.11284046693,28.7937743191,68.093385214,0.0,0.0
A0A0L1IVB6,1,1.94552529183,29.1828793774,68.4824902724,0.389105058366,0.0
A0A0L6WX82,1,2.72373540856,18.6770428016,78.2101167315,0.389105058366,0.0
A0A0M8P221,1,2.72373540856,20.6225680934,76.6536964981,0.0,0.0
A0A0M9WA45,1,3.11284046693,24.513618677,71.9844357977,0.389105058366,0.0
A0A0M9WH84,1,4.28015564202,23.3463035019,72.373540856,0.0,0.0
A0A0N0DD46,1,3.50194552529,24.1245136187,71.9844357977,0.389105058366,0.0
A0A0S7E2I6,1,1.94552529183,24.1245136187,73.5408560311,0.389105058366,0.0
A0A0U1LLJ4,1,2.72373540856,21.4007782101,75.8754863813,0.0,0.0
A0A0U1LUJ3,1,0.0,13.6186770428,86.3813229572,0.0,0.0
A0A0U5G0M4,1,2.33463035019,22.9571984436,74.7081712062,0.0,0.0
A0A0W0EXC7,1,3.11284046693,19.0661478599,77.8210116732,0.0,0.0
A0A0W0F0J3,1,1.94552529183,24.1245136187,73.5408560311,0.389105058366,0.0
A0A0W0FA47,1,2.72373540856,22.9571984436,74.3190661479,0.0,0.0
A0A0W0FNB1,1,1.55642023346,17.8988326848,80.5447470817,0.0,0.0
A0A0W0G1F6,1,3.11284046693,18.6770428016,78.2101167315,0.0,0.0
A0A0W0G1G6,1,2.72373540856,19.4552529183,77.8210116732,0.0,0.0
A0A0W0G5X6,1,3.11284046693,23.3463035019,73.5408560311,0.0,0.0
A0A0W0GBA6,1,1.94552529183,24.9027237354,72.7626459144,0.389105058366,0.0
A0A0W0GEQ8,1,3.11284046693,18.2879377432,78.5992217899,0.0,0.0
A0A100IH94,1,1.1673151751,26.0700389105,71.9844357977,0.778210116732,0.0
A0A117NL23,1,3.50194552529,22.9571984436,73.5408560311,0.0,0.0
A0A124BXY2,1,3.50194552529,18.2879377432,78.2101167315,0.0,0.0
A0A135LCU7,1,1.94552529183,20.6225680934,77.4319066148,0.0,0.0
A0A135LT09,1,2.72373540856,18.2879377432,78.9883268482,0.0,0.0
A0A135TEB8,0,0.0,0.778210116732,99.2217898833,0.0,0.0
A0A137QB16,1,1.55642023346,25.2918287938,72.7626459144,0.389105058366,0.0
A0A137QEM9,1,2.33463035019,22.5680933852,74.3190661479,0.778210116732,0.0
A0A137QEN8,1,0.0,15.5642023346,84.046692607,0.389105058366,0.0
A0A137QME6,1,13.6186770428,32.6848249027,53.3073929961,0.389105058366,0.0
A0A137QVQ9,1,1.94552529183,29.1828793774,68.093385214,0.778210116732,0.0
A0A137QWW8,1,1.1673151751,27.2373540856,71.5953307393,0.0,0.0
A0A137QX45,1,3.50194552529,19.8443579767,76.6536964981,0.0,0.0
A0A137QXD1,1,2.33463035019,22.9571984436,74.3190661479,0.389105058366,0.0
A0A146FLT9,1,3.11284046693,19.4552529183,77.4319066148,0.0,0.0
A0A146FR89,1,7.39299610895,31.1284046693,61.4785992218,0.0,0.0
A0A146FZV7,1,2.72373540856,19.0661478599,77.8210116732,0.389105058366,0.0
A0A146H2F3,1,2.72373540856,17.8988326848,78.9883268482,0.389105058366,0.0
A0A146HMN4,1,2.72373540856,25.6809338521,71.5953307393,0.0,0.0
A0A146HMX5,1,1.1673151751,24.513618677,74.3190661479,0.0,0.0
A0A146HNX5,1,3.11284046693,17.1206225681,79.766536965,0.0,0.0
A0A146HTR3,1,27.2373540856,38.1322957198,34.6303501946,0.0,0.0
A0A146I7F8,1,1.55642023346,25.2918287938,72.7626459144,0.389105058366,0.0
A0A146I809,1,3.11284046693,24.9027237354,71.9844357977,0.0,0.0
A0A164ZTW2,1,2.33463035019,19.0661478599,78.5992217899,0.0,0.0
A0A165SAN1,1,2.72373540856,22.9571984436,74.3190661479,0.0,0.0
A0A165VV88,1,0.0,6.61478599222,92.6070038911,0.778210116732,0.0
A0A165WZC4,1,3.11284046693,24.513618677,72.373540856,0.0,0.0
A0A165X2X5,1,12.0622568093,33.0739299611,54.8638132296,0.0,0.0
A0A165ZFN5,1,1.55642023346,29.5719844358,68.4824902724,0.389105058366,0.0
A0A166A410,1,3.11284046693,24.1245136187,72.373540856,0.389105058366,0.0
A0A166AUN6,1,10.5058365759,29.1828793774,60.3112840467,0.0,0.0
A0A166GFR1,1,12.0622568093,41.2451361868,46.6926070039,0.0,0.0
A0A166I5B1,1,2.72373540856,21.4007782101,75.8754863813,0.0,0.0
A0A166I5H6,1,1.94552529183,24.513618677,73.1517509728,0.0,0.389105058366
A0A166I6G1,1,1.94552529183,25.2918287938,72.7626459144,0.0,0.0
A0A166XQD9,1,0.0,5.44747081712,92.6070038911,1.55642023346,0.389105058366
A0A167NZP9,1,17.1206225681,35.4085603113,47.4708171206,0.0,0.0
A0A167QAX4,1,1.55642023346,29.5719844358,68.4824902724,0.389105058366,0.0
A0A167SU47,1,1.94552529183,30.7392996109,66.9260700389,0.389105058366,0.0
A0A168GR94,1,1.55642023346,24.1245136187,73.5408560311,0.778210116732,0.0
A0A169XD84,1,1.94552529183,22.9571984436,75.0972762646,0.0,0.0
A0A177FBY3,1,2.33463035019,31.1284046693,66.1478599222,0.389105058366,0.0
A0A178D165,1,3.50194552529,20.6225680934,75.8754863813,0.0,0.0
A0A178Z9T3,1,2.72373540856,26.0700389105,70.8171206226,0.389105058366,0.0
A0A179ILY6,1,0.778210116732,23.7354085603,75.486381323,0.0,0.0
A0A1B1LKZ3,1,1.94552529183,24.9027237354,72.7626459144,0.389105058366,0.0
A0A1B1LKZ4,1,7.78210116732,34.6303501946,57.5875486381,0.0,0.0
A0A1B1LKZ9,1,2.72373540856,19.4552529183,77.8210116732,0.0,0.0
A0A1B1LL14,1,2.33463035019,19.0661478599,78.5992217899,0.0,0.0
A0A1B1LL16,1,1.55642023346,24.513618677,73.1517509728,0.778210116732,0.0
A0A1B2U702,1,2.72373540856,19.0661478599,78.2101167315,0.0,0.0
A0A1B7NWA6,1,0.778210116732,24.9027237354,74.3190661479,0.0,0.0
A0A1B8CLI1,1,1.55642023346,29.1828793774,68.8715953307,0.389105058366,0.0
A0A1B8E582,1,0.389105058366,17.1206225681,82.1011673152,0.0,0.389105058366
A0A1B8EHF3,1,2.33463035019,21.4007782101,76.2645914397,0.0,0.0
A0A1B8FCR0,1,0.0,11.2840466926,88.326848249,0.0,0.389105058366
A0A1B8G673,1,1.1673151751,24.513618677,74.3190661479,0.0,0.0
A0A1C7LLK2,1,2.72373540856,22.9571984436,74.3190661479,0.0,0.0
A0A1C7M846,1,1.55642023346,25.2918287938,72.7626459144,0.389105058366,0.0
A0A1C7ML79,1,4.28015564202,19.4552529183,76.2645914397,0.0,0.0
A0A1C7MLC8,1,1.94552529183,29.9610894942,67.3151750973,0.778210116732,0.0
A0A1C7MLI3,1,1.94552529183,24.9027237354,73.1517509728,0.0,0.0
A0A1C7MMN6,1,2.33463035019,23.7354085603,73.9299610895,0.0,0.0
A0A1D9QHM7,1,22.5680933852,32.2957198444,45.1361867704,0.0,0.0
A0A1E3BKE8,1,0.0,4.66926070039,94.5525291829,0.778210116732,0.0
A0A1F5LCJ5,1,3.11284046693,19.8443579767,77.0428015564,0.0,0.0
A0A1F5LDC9,1,2.33463035019,19.4552529183,78.2101167315,0.0,0.0
A0A1F7ZTR7,1,1.94552529183,24.513618677,73.5408560311,0.0,0.0
A0A1F7ZZF3,1,1.94552529183,23.3463035019,74.3190661479,0.389105058366,0.0
A0A1F8AB15,1,1.55642023346,24.1245136187,73.5408560311,0.778210116732,0.0
A0A1J9QSN9,1,20.6225680934,40.46692607,38.9105058366,0.0,0.0
A0A1J9RCD2,1,17.5097276265,34.6303501946,47.4708171206,0.389105058366,0.0
A0A1L9MYD4,1,1.1673151751,27.2373540856,71.5953307393,0.0,0.0
A0A1L9NEQ5,1,7.39299610895,33.4630350195,59.1439688716,0.0,0.0
A0A1L9NG12,1,8.17120622568,34.6303501946,57.1984435798,0.0,0.0
A0A1L9PJQ4,1,19.0661478599,43.9688715953,36.9649805447,0.0,0.0
A0A1L9PSB3,1,18.6770428016,41.6342412451,39.2996108949,0.389105058366,0.0
