indexSequence,HydrophobicityZ1,HydrophobicityZ2,HydrophobicityZ3,HydrophobicityZ4,HydrophobicityZ5,HydrophobicZ1,HydrophobicZ2,HydrophobicZ3,HydrophobicZ4,HydrophobicZ5,HydrophilicityZ1,HydrophilicityZ2,HydrophilicityZ3,HydrophilicityZ4,HydrophilicityZ5
CHR-1-Sequence-717,0.0,18.6046511628,80.6201550388,0.77519379845,0.0,0.77519379845,14.7286821705,84.496124031,0.0,0.0,3.1007751938,17.0542635659,79.8449612403,0.0,0.0
CHR-1-Sequence-720,2.32558139535,20.9302325581,75.9689922481,0.0,0.77519379845,3.1007751938,27.1317829457,68.992248062,0.77519379845,0.0,9.3023255814,31.007751938,58.1395348837,1.5503875969,0.0
CHR-1-Sequence-723,0.77519379845,10.8527131783,88.3720930233,0.0,0.0,3.87596899225,21.7054263566,72.0930232558,2.32558139535,0.0,3.87596899225,33.3333333333,62.7906976744,0.0,0.0
CHR-1-Sequence-733,1.5503875969,17.0542635659,80.6201550388,0.0,0.77519379845,3.1007751938,22.480620155,72.8682170543,1.5503875969,0.0,6.97674418605,37.2093023256,55.8139534884,0.0,0.0
CHR-1-Sequence-741,0.77519379845,16.2790697674,82.1705426357,0.77519379845,0.0,0.0,20.9302325581,78.2945736434,0.77519379845,0.0,6.2015503876,19.3798449612,74.4186046512,0.0,0.0
CHR-1-Sequence-744,0.77519379845,16.2790697674,82.1705426357,0.77519379845,0.0,0.77519379845,20.9302325581,77.519379845,0.77519379845,0.0,3.1007751938,26.3565891473,69.7674418605,0.77519379845,0.0
CHR-1-Sequence-796,1.5503875969,17.0542635659,79.0697674419,1.5503875969,0.77519379845,1.5503875969,29.4573643411,68.2170542636,0.77519379845,0.0,6.97674418605,38.7596899225,53.488372093,0.77519379845,0.0
CHR-1-Sequence-797,0.0,20.1550387597,78.2945736434,0.77519379845,0.77519379845,4.6511627907,22.480620155,71.3178294574,1.5503875969,0.0,4.6511627907,43.4108527132,51.9379844961,0.0,0.0
CHR-1-Sequence-799,0.0,7.7519379845,92.2480620155,0.0,0.0,0.0,8.52713178295,91.4728682171,0.0,0.0,2.32558139535,18.6046511628,78.2945736434,0.77519379845,0.0
CHR-1-Sequence-802,0.0,19.3798449612,79.0697674419,0.77519379845,0.77519379845,9.3023255814,20.9302325581,68.992248062,0.77519379845,0.0,9.3023255814,29.4573643411,61.2403100775,0.0,0.0
CHR-1-Sequence-809,2.32558139535,16.2790697674,80.6201550388,0.0,0.77519379845,5.42635658915,24.0310077519,68.992248062,1.5503875969,0.0,12.4031007752,34.1085271318,51.9379844961,1.5503875969,0.0
CHR-1-Sequence-811,0.0,9.3023255814,89.9224806202,0.77519379845,0.0,3.1007751938,10.0775193798,86.0465116279,0.77519379845,0.0,4.6511627907,14.7286821705,80.6201550388,0.0,0.0
CHR-1-Sequence-813,0.0,21.7054263566,77.519379845,0.77519379845,0.0,3.1007751938,22.480620155,72.0930232558,2.32558139535,0.0,6.2015503876,35.6589147287,58.1395348837,0.0,0.0
CHR-1-Sequence-817,0.0,6.2015503876,93.023255814,0.77519379845,0.0,0.77519379845,10.8527131783,86.0465116279,1.5503875969,0.77519379845,1.5503875969,31.007751938,67.4418604651,0.0,0.0
CHR-1-Sequence-818,3.87596899225,20.9302325581,73.6434108527,1.5503875969,0.0,1.5503875969,19.3798449612,78.2945736434,0.77519379845,0.0,2.32558139535,30.2325581395,66.6666666667,0.77519379845,0.0
CHR-1-Sequence-847,0.0,6.2015503876,93.023255814,0.77519379845,0.0,0.0,9.3023255814,89.9224806202,0.77519379845,0.0,2.32558139535,18.6046511628,78.2945736434,0.77519379845,0.0
CHR-1-Sequence-861,0.0,8.52713178295,89.9224806202,1.5503875969,0.0,0.0,6.97674418605,91.4728682171,0.77519379845,0.77519379845,0.77519379845,20.1550387597,79.0697674419,0.0,0.0
CHR-1-Sequence-866,0.77519379845,19.3798449612,79.8449612403,0.0,0.0,2.32558139535,17.0542635659,79.8449612403,0.77519379845,0.0,6.2015503876,26.3565891473,67.4418604651,0.0,0.0
CHR-1-Sequence-868,0.0,13.9534883721,86.0465116279,0.0,0.0,0.0,16.2790697674,83.7209302326,0.0,0.0,0.77519379845,19.3798449612,79.8449612403,0.0,0.0
CHR-1-Sequence-869,0.0,10.8527131783,89.1472868217,0.0,0.0,0.0,12.4031007752,87.5968992248,0.0,0.0,2.32558139535,24.8062015504,72.8682170543,0.0,0.0
